07:31:32
,Orig,T,$3.00
,Orig,T+L,$3.50,$7.00,$7.00$0.50
07:31:49
,Slush,L,$4.00
,Orig,2T,$3.50
,Slush,None,$3.50,$45.00,$45.00$34.00
